Q46,QV_W5-Weekday-110900_Q46_6,502327,1451520016.35
Q46,QV_W5-Weekday-110900_Q46_6,502331,1451520119.0
Q20A,CS_W5-Weekday-113900_MISC_769,505023,1451520122.03
Q20A,CS_W5-Weekday-113900_MISC_769,505024,1451520122.06
Q20A,CS_W5-Weekday-113900_MISC_769,505026,1451520338.39
BX8,WF_W5-Weekday-110800_BX8_13,100947,1451520014.05
BX8,WF_W5-Weekday-110800_BX8_13,103181,1451520125.81
BX8,WF_W5-Weekday-110800_BX8_13,103183,1451520377.79
BX10,KB_W5-Weekday-111000_BX10_32,103960,1451519992.92
BX10,KB_W5-Weekday-111000_BX10_32,103966,1451520201.73
BX10,KB_W5-Weekday-111000_BX10_32,103962,1451520341.76
BX10,KB_W5-Weekday-111000_BX10_32,103954,1451520347.14
B54,FP_W5-Weekday-112600_B54_215,306929,1451520018.29
B54,FP_W5-Weekday-112600_B54_215,306927,1451520130.38
B54,FP_W5-Weekday-112600_B54_215,304391,1451520299.92
B54,FP_W5-Weekday-112600_B54_215,304392,1451520333.18
B6,UP_W5-Weekday-109900_B6_291,300628,1451519989.8
B6,UP_W5-Weekday-109900_B6_291,300632,1451520146.15
M98,MV_W5-Weekday-108000_M10_15,403417,1451520019.32
M98,MV_W5-Weekday-108000_M10_15,403418,1451520285.84
M9,MQ_W5-Weekday-110500_M9_106,402038,1451520040.85
M9,MQ_W5-Weekday-110500_M9_106,402039,1451520193.87
M9,MQ_W5-Weekday-110500_M9_106,401630,1451520198.28
M9,MQ_W5-Weekday-110500_M9_106,402043,1451520324.16
BX15,KB_W5-Weekday-110600_BX15_419,101062,1451520005.69
BX15,KB_W5-Weekday-110600_BX15_419,101066,1451520424.0
M5,MV_W5-Weekday-105000_M5_245,400622,1451520093.24
B38,FP_W5-Weekday-110600_B38_127,303039,1451520160.37
BX1,KB_W5-Weekday-113400_BX1_139,100019,1451520012.41
BX1,KB_W5-Weekday-113400_BX1_139,100021,1451520259.45
BX36,WF_W5-Weekday-113800_BX36_163,400799,1451519998.22
BX36,WF_W5-Weekday-113800_BX36_163,403783,1451520147.73
M102,OH_W5-Weekday-107500_M101_140,402841,1451519986.32
BX5,GH_W5-Weekday-112800_BX5_324,101557,1451520016.7
BX5,GH_W5-Weekday-112800_BX5_324,104057,1451520157.2
BX5,GH_W5-Weekday-112800_BX5_324,102985,1451520395.15
BX12,GH_W5-Weekday-113400_BX12_25,104240,1451520113.09
BX2,KB_W5-Weekday-113400_BX2_218,103595,1451520037.7
BX2,KB_W5-Weekday-113400_BX2_218,103912,1451520151.08
BX2,KB_W5-Weekday-113400_BX2_218,100096,1451520298.74
BX2,KB_W5-Weekday-113400_BX2_218,103722,1451520390.21
Q5,JA_W5-Weekday-113300_MISC_515,504467,1451520115.89
M15+,OF_W5-Weekday-106700_SBS15_445,803078,1451520251.03
BX6,WF_W5-Weekday-110900_BX6_49,103807,1451520000.17
B41,FB_W5-Weekday-105900_B41_46,303241,1451520005.24
B41,FB_W5-Weekday-105900_B41_46,303242,1451520139.93
B41,FB_W5-Weekday-105900_B41_46,303243,1451520275.64
B41,FB_W5-Weekday-105900_B41_46,303244,1451520321.71
B35,JG_W5-Weekday-110400_B35_69,302715,1451519983.73
B35,JG_W5-Weekday-110400_B35_69,302717,1451520120.73
B35,JG_W5-Weekday-110400_B35_69,302719,1451520242.55
B35,JG_W5-Weekday-110400_B35_69,306838,1451520423.0
BX8,WF_W5-Weekday-111000_BX8_20,100493,1451520314.75
BX7,KB_W5-Weekday-108200_BX7_23,404140,1451520189.0
BX7,KB_W5-Weekday-108200_BX7_23,404140,1451520189.0
BX7,KB_W5-Weekday-108200_BX7_23,404140,1451520189.0
B46,FB_W5-Weekday-113100_B46_90,306304,1451519989.17
B46,FB_W5-Weekday-113100_B46_90,303683,1451520185.11
B46,FB_W5-Weekday-113100_B46_90,303685,1451520306.69
B46,FB_W5-Weekday-113100_B46_90,303686,1451520428.0
S91,YU_E5-Weekday-109500_S6191_13,202720,1451520014.74
S91,YU_E5-Weekday-109500_S6191_13,202991,1451520148.79
S91,YU_E5-Weekday-109500_S6191_13,202931,1451520219.86
S91,YU_E5-Weekday-109500_S6191_13,202849,1451520347.16
S91,YU_E5-Weekday-109500_S6191_13,202850,1451520423.0
M103,OH_W5-Weekday-107000_M101_116,402861,1451520076.53
S55,CH_E5-Weekday-113000_MISC_848,203648,1451520022.76
S55,CH_E5-Weekday-113000_MISC_848,203078,1451520104.79
S55,CH_E5-Weekday-113000_MISC_848,200460,1451520371.59
M7,OF_W5-Weekday-105000_M7_228,405297,1451520212.41
M101,OH_W5-Weekday-108600_M101_117,402660,1451520061.7
M101,OH_W5-Weekday-108600_M101_117,402662,1451520175.74
M101,OH_W5-Weekday-108600_M101_117,404255,1451520225.3
B46,FB_W5-Weekday-114100_B46_67,303601,1451520222.87
B46,FB_W5-Weekday-114100_B46_67,303603,1451520346.1
X30,MA_E5-Weekday-109500_MISC_661,403830,1451520312.85
M103,OH_W5-Weekday-105100_M101_84,402707,1451520066.84
B15,EN_W5-Weekday-106200_B15_155,301077,1451520004.65
B15,EN_W5-Weekday-106200_B15_155,301080,1451520131.86
B15,EN_W5-Weekday-106200_B15_155,301081,1451520248.48
B15,EN_W5-Weekday-106200_B15_155,301083,1451520362.05
BX31,WF_W5-Weekday-111900_BX31_114,103896,1451519995.0
BX31,WF_W5-Weekday-111900_BX31_114,103668,1451520157.55
BX31,WF_W5-Weekday-111900_BX31_114,102086,1451520363.86
S56,CH_E5-Weekday-112700_S56_702,202889,1451520001.57
S56,CH_E5-Weekday-112700_S56_702,202888,1451520108.74
S56,CH_E5-Weekday-112700_S56_702,202885,1451520235.96
S56,CH_E5-Weekday-112700_S56_702,202091,1451520332.02
X11,MA_E5-Weekday-112500_MISC_660,404960,1451519977.33
B38,FP_W5-Weekday-110100_B38_121,307492,1451520225.39
BX39,GH_W5-Weekday-112200_BX39_37,103322,1451520093.65
BX39,GH_W5-Weekday-112200_BX39_37,103902,1451520194.12
BX39,GH_W5-Weekday-112200_BX39_37,103323,1451520232.17
BX39,GH_W5-Weekday-112200_BX39_37,101496,1451520327.89
BX15,KB_W5-Weekday-110800_BX15_410,103737,1451520163.11
B62,GA_W5-Weekday-108600_B62_822,302935,1451520043.31
B62,GA_W5-Weekday-108600_B62_822,306796,1451520150.2
B62,GA_W5-Weekday-108600_B62_822,307996,1451520422.6
B82,EN_W5-Weekday-112300_B82_143,300427,1451519980.55
B82,EN_W5-Weekday-112300_B82_143,300429,1451520258.65
M104,MV_W5-Weekday-107000_M104_21,403797,1451520005.15
M104,MV_W5-Weekday-107000_M104_21,400953,1451520391.4
BX2,KB_W5-Weekday-110400_BX1_137,104049,1451520095.62
BX2,KB_W5-Weekday-110400_BX1_137,100033,1451520132.98
BX2,KB_W5-Weekday-110400_BX1_137,100035,1451520204.19
BX2,KB_W5-Weekday-110400_BX1_137,104112,1451520328.48
Q76,CS_W5-Weekday-111000_MISC_843,502697,1451519984.59
Q76,CS_W5-Weekday-111000_MISC_843,502701,1451520211.65
BX8,WF_W5-Weekday-108800_BX31_120,103459,1451519998.8
BX8,WF_W5-Weekday-108800_BX31_120,102602,1451520094.49
BX8,WF_W5-Weekday-108800_BX31_120,103274,1451520220.62
BX36,WF_W5-Weekday-108100_BX36_167,102387,1451520210.4
BX36,WF_W5-Weekday-108100_BX36_167,102390,1451520265.31
M104,MV_W5-Weekday-111500_M104_34,403106,1451520260.69
B8,JG_W5-Weekday-103800_B8_28,302723,1451519977.67
BX42,GH_W5-Weekday-112200_BX402_33,102668,1451520099.53
BX42,GH_W5-Weekday-112200_BX402_33,102669,1451520107.99
BX42,GH_W5-Weekday-112200_BX402_33,102671,1451520247.81
BX42,GH_W5-Weekday-112200_BX402_33,103684,1451520341.0
BX28,GH_W5-Weekday-107700_BX238_39,103400,1451520145.96
M14D,MQ_W5-Weekday-113900_M14AD_49,401507,1451520263.65
B7,FP_W5-Weekday-110400_B7_18,300690,1451520034.21
B7,FP_W5-Weekday-110400_B7_18,300692,1451520201.6
B7,FP_W5-Weekday-110400_B7_18,300693,1451520253.28
B7,FP_W5-Weekday-110400_B7_18,300695,1451520381.03
Q59,GA_W5-Weekday-110300_Q59_922,503739,1451520048.56
Q59,GA_W5-Weekday-110300_Q59_922,503743,1451520185.75
Q59,GA_W5-Weekday-110300_Q59_922,503468,1451520335.58
B46,FB_W5-Weekday-112500_B46_65,303599,1451519994.43
B46,FB_W5-Weekday-112500_B46_65,303601,1451520152.15
B46,FB_W5-Weekday-112500_B46_65,303603,1451520303.34
B46,FB_W5-Weekday-112500_B46_65,303604,1451520329.48
X31,CH_E5-Weekday-105500_X31_707,905089,1451520219.9
X31,CH_E5-Weekday-105500_X31_707,201360,1451520293.58
M14D,MQ_W5-Weekday-113100_M14AD_63,401630,1451519987.1
M14D,MQ_W5-Weekday-113100_M14AD_63,401182,1451520132.56
M14D,MQ_W5-Weekday-113100_M14AD_63,404029,1451520213.05
M14D,MQ_W5-Weekday-113100_M14AD_63,403870,1451520340.82
M14D,MQ_W5-Weekday-110000_M14AD_44,405152,1451519998.51
M14D,MQ_W5-Weekday-110000_M14AD_44,405152,1451520036.77
M3,MV_W5-Weekday-102000_M2_119,405111,1451520038.22
B11,JG_W5-Weekday-110400_B11_29,301295,1451520079.68
B11,JG_W5-Weekday-110400_B11_29,301296,1451520138.86
B11,JG_W5-Weekday-110400_B11_29,301297,1451520238.67
B11,JG_W5-Weekday-110400_B11_29,301298,1451520311.0
B14,EN_W5-Weekday-113000_B14_14,301576,1451520305.32
M100,KB_W5-Weekday-112800_M100_333,405440,1451520023.98
M100,KB_W5-Weekday-112800_M100_333,405442,1451520111.4
M100,KB_W5-Weekday-112800_M100_333,403813,1451520371.18
S51,CA_E5-Weekday-111300_MISC_442,200197,1451520044.95
S51,CA_E5-Weekday-111300_MISC_442,200200,1451520170.85
S51,CA_E5-Weekday-111300_MISC_442,200170,1451520196.26
B17,EN_W5-Weekday-113600_B17_116,307027,1451520004.28
B17,EN_W5-Weekday-113600_B17_116,306304,1451520099.28
B17,EN_W5-Weekday-113600_B17_116,301777,1451520238.06
B17,EN_W5-Weekday-113600_B17_116,301778,1451520314.98
B17,EN_W5-Weekday-113600_B17_116,308546,1451520436.8
BX35,WF_W5-Weekday-113200_BX27_115,102310,1451519986.0
BX35,WF_W5-Weekday-113200_BX27_115,102311,1451520112.69
BX35,WF_W5-Weekday-113200_BX27_115,102314,1451520206.99
BX35,WF_W5-Weekday-113200_BX27_115,102316,1451520333.1
Q56,EN_W5-Weekday-109800_B15_158,503433,1451519984.28
Q56,EN_W5-Weekday-109800_B15_158,503435,1451520128.51
Q56,EN_W5-Weekday-109800_B15_158,503436,1451520200.57
Q56,EN_W5-Weekday-109800_B15_158,503439,1451520403.95
Q56,EN_W5-Weekday-109800_B15_158,503441,1451520453.0
S44,YU_E5-Weekday-114000_MISC_159,201256,1451520386.87
BX35,WF_W5-Weekday-113900_BX35_232,404330,1451520208.93
BX35,WF_W5-Weekday-113900_BX35_232,403656,1451520214.09
BX1,KB_W5-Weekday-110900_BX1_145,100109,1451520381.33
M116,MV_W5-Weekday-113900_M98_109,401999,1451520166.19
B13,GA_W5-Weekday-108400_B13_12,504113,1451519988.0
B13,GA_W5-Weekday-108400_B13_12,504116,1451520117.42
M116,MV_W5-Weekday-111100_M116_214,401727,1451520002.68
M116,MV_W5-Weekday-111100_M116_214,401729,1451520104.36
Q46,QV_W5-Weekday-112500_MISC_277,502380,1451519984.31
Q46,QV_W5-Weekday-112500_MISC_277,502382,1451520129.14
Q46,QV_W5-Weekday-112500_MISC_277,502385,1451520221.97
Q46,QV_W5-Weekday-112500_MISC_277,502389,1451520396.26
